PR_Number,Time_to_Review,Comments,Review_Comments,Changed_Files,Additions,Deletions,Total_Changes,Is_Merged,User_Type,CI_Status,Replicated_Code,Wont_Fix,Superseded
12868,4001.8693168027776,8,6,6,225,13,238,False,regular,pending,False,False,False
12867,1.313611111111111,0,0,1,7,7,14,True,regular,pending,False,False,False
12866,5.8036111111111115,3,2,4,121,23,144,True,regular,pending,False,False,False
12865,21.840833333333332,5,0,1,6,2,8,True,regular,pending,False,False,False
12864,108.11916666666667,2,4,11,140,56,196,True,regular,pending,False,False,False
12862,4023.4070024855555,10,22,46,630,56,686,False,regular,pending,False,False,False
12860,4029.8005209841667,3,2,1,78,0,78,False,regular,pending,False,False,False
12859,2.318611111111111,4,4,2,12,3,15,True,regular,pending,False,False,False
12857,4031.6081083199997,7,7,1,29,22,51,False,regular,pending,False,False,False
12856,960.6708333333333,1,0,1,1,1,2,True,regular,pending,False,False,False
12855,213.7072222222222,0,0,3,4,13,17,True,regular,pending,False,False,False
12854,213.7486111111111,0,3,2,7,1,8,True,regular,pending,False,False,False
12853,221.19694444444445,1,3,6,177,77,254,True,regular,pending,False,False,False
12851,21.692777777777778,0,0,1,7,2,9,True,regular,pending,False,False,False
12850,21.801944444444445,5,0,1,7,2,9,True,regular,pending,False,False,False
12849,43.57222222222222,1,5,3,70,20,90,True,regular,pending,False,False,False
12848,2.667777777777778,0,1,1,9,1,10,True,regular,pending,False,False,False
12847,31.641666666666666,2,9,3,32,11,43,True,regular,pending,False,False,False
12846,1086.7975,11,9,3,78,1,79,True,regular,pending,False,False,False
12845,19.747222222222224,0,1,5,23,9,32,True,regular,pending,False,False,False
12844,471.07666666666665,15,29,4,64,7,71,True,regular,pending,False,False,False
12843,4169.841166074722,2,0,5,268,24,292,False,regular,pending,False,False,False
12842,4171.495004523334,9,2,1,87,33,120,False,regular,pending,False,False,False
12841,696.4808333333333,74,83,18,451,194,645,True,regular,pending,False,False,False
12838,4192.810779996112,1,2,13,343,190,533,False,regular,pending,False,False,False
12837,294.3772222222222,10,2,11,86,68,154,True,regular,pending,False,False,False
12836,4.331111111111111,0,2,5,28,72,100,True,regular,pending,False,False,False
12835,1.7883333333333333,0,0,1,1,1,2,True,regular,pending,False,False,False
12834,43.791111111111114,0,9,5,292,140,432,True,regular,pending,False,False,False
12833,3.437222222222222,3,2,1,40,11,51,True,regular,pending,False,False,False
12832,0.8455555555555555,3,0,1,16,7,23,True,regular,pending,False,False,False
12831,1810.6136111111111,9,3,35,149,90,239,True,regular,pending,False,False,False
12830,13.020833333333334,0,0,8,23,18,41,True,regular,pending,False,False,False
12829,1228.4902777777777,18,97,47,1174,84,1258,True,regular,pending,False,False,False
12828,4259.07705194,3,2,74,2764,790,3554,False,regular,pending,False,False,False
12827,21.038333333333334,1,0,2,11,1,12,True,regular,pending,False,False,False
12825,23.191666666666666,0,2,3,10,39,49,True,regular,pending,False,False,False
12824,13.515833333333333,8,0,2,270,0,270,False,regular,pending,False,False,False
12823,123.32722222222222,3,0,1,99,274,373,False,regular,pending,False,False,False
12821,1420.7541666666666,5,0,10,224,222,446,False,regular,pending,False,False,False
12820,2487.5733333333333,7,19,14,147,351,498,False,regular,pending,False,False,False
12819,4360.581489310834,4,0,1,5,0,5,False,regular,pending,False,False,False
12818,95.65555555555555,0,0,1,1,1,2,True,regular,pending,False,False,False
12817,143.6688888888889,2,0,1,133,0,133,True,regular,pending,False,False,False
12816,40.2925,7,8,3,222,0,222,True,regular,pending,False,False,False
12815,41.905,1,0,1,3,20,23,True,regular,pending,False,False,False
12814,126.35666666666667,0,0,4,30,96,126,True,regular,pending,False,False,False
12813,1286.2230555555554,4,1,1,36,0,36,True,regular,pending,False,False,False
12812,550.0772222222222,0,7,2,15,8,23,True,regular,pending,False,False,False
12811,0.43416666666666665,0,0,8,165,117,282,True,regular,pending,False,False,False
12810,196.04944444444445,5,6,13,327,114,441,True,regular,pending,False,False,False
12808,0.2452777777777778,3,0,1,3,3,6,True,regular,pending,False,False,False
12807,10.38888888888889,0,2,2,3,23,26,True,regular,pending,False,False,False
12806,22.495,1,6,3,47,13,60,True,regular,pending,False,False,False
12805,3.3958333333333335,0,3,58,23,94,117,True,regular,pending,False,False,False
12804,8.89611111111111,1,0,1,1,0,1,True,regular,pending,False,False,False
12803,205.69305555555556,2,0,21,85,79,164,True,regular,pending,False,False,False
12802,182.13583333333332,0,0,5,1,23,24,True,regular,pending,False,False,False
12801,20.282777777777778,1,0,1,23,12,35,True,regular,pending,False,False,False
12800,4438.615320762222,9,7,11,1104,138,1242,False,regular,pending,False,False,False
12799,235.87555555555556,4,16,8,52,55,107,True,regular,pending,False,False,False
12798,552.5516666666666,8,1,4,101,75,176,False,regular,pending,False,False,True
12797,409.76222222222225,8,25,14,163,118,281,True,regular,pending,False,False,False
12795,62.548611111111114,0,0,5,70,70,140,True,regular,pending,False,False,False
12794,2107.485277777778,7,10,17,233,38,271,False,regular,pending,False,False,False
12793,0.6611111111111111,2,0,1,3,1,4,True,regular,pending,False,False,False
12791,68.97916666666667,2,0,1,5,1,6,True,regular,pending,False,False,False
12790,0.08222222222222222,3,0,1,1,1,2,True,regular,pending,False,False,False
12789,1366.9644444444446,5,0,2,5,3,8,False,regular,pending,False,False,False
12787,34.27722222222222,2,9,9,351,0,351,True,regular,pending,False,False,False
12786,115.17972222222222,2,2,4,151,13,164,True,regular,pending,False,False,False
12785,19.438333333333333,5,0,5,100,64,164,True,regular,pending,False,False,True
12784,37.3075,6,0,6,105,34,139,True,regular,pending,False,False,False
12783,4552.016076092778,0,0,2,285,7,292,False,regular,pending,False,False,False
12782,284.6536111111111,16,21,7,348,25,373,True,regular,pending,False,False,False
12781,2.0547222222222223,0,0,2,234,0,234,True,regular,pending,False,False,False
12780,22.038055555555555,0,9,3,51,15,66,True,regular,pending,False,False,False
12779,1.8872222222222221,0,2,1,1,1,2,True,regular,pending,False,False,False
12778,36.88805555555555,4,13,3,96,27,123,True,regular,pending,False,False,False
12777,11.386944444444444,1,0,8,0,40,40,True,regular,pending,False,False,False
12776,166.13944444444445,0,0,1,4,3,7,True,regular,pending,False,False,False
12775,88.99361111111111,11,0,7,51,23,74,False,regular,pending,False,False,False
12774,3.2063888888888887,3,0,12,13,99,112,True,regular,pending,False,False,False
12772,0.5872222222222222,1,4,1,4,0,4,False,regular,pending,False,False,False
12770,22.845277777777778,2,2,3,9,8,17,True,regular,pending,False,False,False
12769,75.7761111111111,7,9,4,316,80,396,True,regular,pending,False,False,False
12768,167.72972222222222,0,0,2,16,3,19,True,regular,pending,False,False,False
12767,96.55555555555556,2,3,5,71,5,76,True,regular,pending,False,False,False
12766,23.59027777777778,1,2,2,10,0,10,True,regular,pending,False,False,False
12765,0.4533333333333333,0,1,5,23,12,35,True,regular,pending,False,False,False
12764,2.305833333333333,2,0,2,7,0,7,False,regular,pending,False,False,False
12762,459.86305555555555,1,0,4,167,182,349,True,regular,pending,False,False,False
12761,41.015277777777776,1,0,10,41,41,82,True,regular,pending,False,False,False
12758,56.812777777777775,1,9,7,139,76,215,True,regular,pending,False,False,False
12757,4665.663176389166,1,1,3,80,0,80,False,regular,pending,False,False,False
12756,4671.1841832975,1,1,2,286,3,289,False,regular,pending,False,False,False
12755,3.1975,5,0,3,14,11,25,True,regular,pending,False,False,False
12754,3.366111111111111,2,6,7,164,133,297,True,regular,pending,False,False,False
12753,2828.3641666666667,48,12,9,92,18,110,False,regular,pending,False,False,False
12752,5.129166666666666,0,0,4,12,3,15,True,regular,pending,False,False,False
12751,118.03611111111111,1,8,2,36,29,65,True,regular,pending,False,False,False
12750,768.9772222222222,3,0,1,14,0,14,False,regular,pending,False,False,False
12748,169.61416666666668,13,14,9,261,49,310,True,regular,pending,False,False,False
12747,13.280555555555555,1,6,1,15,21,36,True,regular,pending,False,False,False
12745,12.0175,0,0,2,10,0,10,True,regular,pending,False,False,False
12743,193.40305555555557,11,0,1,6,1,7,False,regular,pending,False,False,False
12741,143.75861111111112,15,22,71,6221,264,6485,True,regular,pending,False,False,False
12739,1.4744444444444444,0,0,1,1,1,2,True,regular,pending,False,False,False
12738,103.60444444444444,10,82,6,368,142,510,True,regular,pending,False,False,False
12737,115.73694444444445,64,1,5,208,109,317,True,regular,pending,False,False,False
12736,17.892222222222223,3,0,3,30,8,38,True,regular,pending,False,False,False
12735,70.8236111111111,0,0,3,3,18,21,True,regular,pending,False,False,False
12733,186.9088888888889,0,0,1,1,1,2,True,regular,pending,False,False,False
12731,60.65833333333333,7,6,3,70,55,125,True,regular,pending,False,False,False
12730,2.1222222222222222,1,0,1,3,13,16,True,regular,pending,False,False,False
12729,335.37333333333333,12,4,33,2222,1008,3230,True,regular,pending,False,False,False
12728,66.7286111111111,0,0,7,31,21,52,True,regular,pending,False,False,False
12727,67.56805555555556,3,3,3,18,2,20,True,regular,pending,False,False,False
12726,67.745,3,0,2,10,5,15,True,regular,pending,False,False,False
12724,14.843333333333334,3,0,1,3,13,16,True,regular,pending,False,False,False
12723,4871.904777443334,2,4,4,81,69,150,False,regular,pending,False,False,False
12722,14.169166666666667,1,2,2,9,1,10,True,regular,pending,False,False,False
12719,147.08638888888888,3,0,5,273,1,274,True,regular,pending,False,False,False
12718,49.14888888888889,1,3,2,8,5,13,True,regular,pending,False,False,False
12716,574.7522222222223,14,4,3,20,16,36,False,regular,pending,False,False,False
12715,513.2211111111111,4,6,24,75,40,115,True,regular,pending,False,False,False
12713,193.5925,1,0,1,48,17,65,True,regular,pending,False,False,False
12712,39.23972222222222,5,5,3,291,99,390,True,regular,pending,False,False,False
12711,697.1041666666666,11,0,4,63,60,123,False,regular,pending,False,False,False
12710,41.63027777777778,0,4,4,50,42,92,True,regular,pending,False,False,False
12709,64.77444444444444,3,6,8,86,63,149,True,regular,pending,False,False,False
12707,2.3633333333333333,1,0,4,17,11,28,True,regular,pending,False,False,False
12706,2654.237777777778,18,0,7,26,12,38,True,regular,pending,False,False,False
12705,22.037777777777777,5,0,7,64,13,77,True,regular,pending,False,False,False
12703,5015.4894798975,12,0,25,645,22,667,False,regular,pending,False,False,False
